"","ensembl","Tissue.x","nCPMs","Tissue.y","nCPMs_4","nCPM_ratio","hgnc_symbol","seqnames","gene_type"
"237","ENSG00000103363","Heart",157.94021,"Placenta",36.61574,4.31345126440159,"ELOB","chr16","protein_coding"
"238","ENSG00000162076","Heart",12.539908,"Placenta",4.047113,3.09848230084013,"FLYWCH2","chr16","protein_coding"
"239","ENSG00000103145","Heart",25.121349,"Placenta",6.781349,3.70447664616583,"HCFC1R1","chr16","protein_coding"
"240","ENSG00000134419","Heart",187.01497,"Placenta",52.06802,3.59174345404338,"RPS15A","chr16","protein_coding"
"241","ENSG00000174938","Heart",14.589426,"Placenta",2.156867,6.76417507430917,"SEZ6L2","chr16","protein_coding"
"242","ENSG00000179965","Heart",5.736384,"Placenta",1.3509,4.24634243837442,"ZNF771","chr16","protein_coding"
"243","ENSG00000087245","Heart",230.79405,"Placenta",60.22814,3.83199697018703,"MMP2","chr16","protein_coding"
"244","ENSG00000157368","Heart",1.4320636,"Placenta",0.2033293,7.04307544461128,"IL34","chr16","protein_coding"
"245","ENSG00000171724","Heart",12.3002507,"Placenta",0.9239956,13.3120230226205,"VAT1L","chr16","protein_coding"
"246","ENSG00000135698","Heart",27.1271,"Placenta",8.609727,3.15075030834311,"MPHOSPH6","chr16","protein_coding"
"247","ENSG00000167515","Heart",51.88563,"Placenta",10.25786,5.05813395776507,"TRAPPC2L","chr16","protein_coding"
"248","ENSG00000083457","Heart",30.750065,"Placenta",4.045084,7.60183595692945,"ITGAE","chr17","protein_coding"
"249","ENSG00000256806","Heart",2.9571926,"Placenta",0.4110569,7.19411984082982,"C17orf100","chr17","protein_coding"
"250","ENSG00000129194","Heart",2.6250136,"Placenta",0.2883352,9.10403447099071,"SOX15","chr17","protein_coding"
"251","ENSG00000065320","Heart",25.502018,"Placenta",4.253876,5.99500737680177,"NTN1","chr17","protein_coding"
"252","ENSG00000133020","Heart",0.1454913,"Placenta",0.02697329,5.39390263479168,"MYH8","chr17","protein_coding"
"253","ENSG00000214941","Heart",41.374122,"Placenta",8.893443,4.65220522580512,"ZSWIM7","chr17","protein_coding"
"254","ENSG00000166582","Heart",12.764825,"Placenta",1.454089,8.77857201312987,"CENPV","chr17","protein_coding"
"255","ENSG00000109084","Heart",24.151007,"Placenta",4.515804,5.34810788953639,"TMEM97","chr17","protein_coding"
"256","ENSG00000108298","Heart",1141.743,"Placenta",300.7513,3.79630279237363,"RPL19","chr17","protein_coding"
"257","ENSG00000126562","Heart",1.5797592,"Placenta",0.2528196,6.24856300698205,"WNK4","chr17","protein_coding"
"258","ENSG00000180340","Heart",17.485679,"Placenta",1.693928,10.322563296669,"FZD2","chr17","protein_coding"
"259","ENSG00000185829","Heart",1.536386,"Placenta",0.423087,3.63137132551934,"ARL17A","chr17","protein_coding"
"260","ENSG00000141232","Heart",32.940718,"Placenta",5.397055,6.10346161008179,"TOB1","chr17","protein_coding"
"261","ENSG00000005381","Heart",4.534669,"Placenta",1.252961,3.61916212874942,"MPO","chr17","protein_coding"
"262","ENSG00000182628","Heart",60.11248,"Placenta",18.769,3.20275347647717,"SKA2","chr17","protein_coding"
"263","ENSG00000011028","Heart",139.52711,"Placenta",14.53804,9.59738107750426,"MRC2","chr17","protein_coding"
"264","ENSG00000154263","Heart",20.62296,"Placenta",6.86833,3.00261635652335,"ABCA10","chr17","protein_coding"
"265","ENSG00000125398","Heart",21.9603803,"Placenta",0.4199418,52.2938661976493,"SOX9","chr17","protein_coding"
"266","ENSG00000172809","Heart",614.7776,"Placenta",85.1767,7.21767337781342,"RPL38","chr17","protein_coding"
"267","ENSG00000188612","Heart",143.91098,"Placenta",47.96659,3.00023370433462,"SUMO2","chr17","protein_coding"
"268","ENSG00000169689","Heart",25.909987,"Placenta",7.977852,3.24773974247705,"CENPX","chr17","protein_coding"
"269","ENSG00000167088","Heart",152.99385,"Placenta",20.74063,7.37652858182225,"SNRPD1","chr18","protein_coding"
"270","ENSG00000154040","Heart",3.7153174,"Placenta",0.6369059,5.83338512015668,"CABYR","chr18","protein_coding"
"271","ENSG00000141447","Heart",38.410561,"Placenta",7.902145,4.86077653599118,"OSBPL1A","chr18","protein_coding"
"272","ENSG00000141622","Heart",11.538378,"Placenta",1.322118,8.72719227784509,"RNF165","chr18","protein_coding"
"273","ENSG00000187323","Heart",2.27757491,"Placenta",0.07550823,30.1632671034667,"DCC","chr18","protein_coding"
"274","ENSG00000099866","Heart",11.7810659,"Placenta",0.3500303,33.6572745273766,"MADCAM1","chr19","protein_coding"
"275","ENSG00000161082","Heart",1.1909813,"Placenta",0.0409197,29.1053282404319,"CELF5","chr19","protein_coding"
"276","ENSG00000167676","Heart",11.3608233,"Placenta",0.9257777,12.2716536594044,"PLIN4","chr19","protein_coding"
"277","ENSG00000130255","Heart",457.43354,"Placenta",77.86952,5.8743593128608,"RPL36","chr19","protein_coding"
"278","ENSG00000187556","Heart",1.1176104,"Placenta",0.3504302,3.1892525244685,"NANOS3","chr19","protein_coding"
"279","ENSG00000099795","Heart",103.5574,"Placenta",20.3543,5.08774067396079,"NDUFB7","chr19","protein_coding"
"280","ENSG00000221983","Heart",591.3835,"Placenta",119.3785,4.95385266191148,"UBA52","chr19","protein_coding"
"281","ENSG00000126249","Heart",3.3002838,"Placenta",0.6785118,4.86400354422723,"PDCD2L","chr19","protein_coding"
"282","ENSG00000105672","Heart",1.5102116,"Placenta",0.1452833,10.3949428461496,"ETV2","chr19","protein_coding"
"283","ENSG00000105270","Heart",22.518669,"Placenta",2.333415,9.65052037464403,"CLIP3","chr19","protein_coding"
"284","ENSG00000160460","Heart",1.3502358,"Placenta",0.2173566,6.21207637587264,"SPTBN4","chr19","protein_coding"
"285","ENSG00000105372","Heart",1578.0756,"Placenta",143.3176,11.0110384209616,"RPS19","chr19","protein_coding"
"286","ENSG00000079462","Heart",35.113204,"Placenta",1.203764,29.1695083089376,"PAFAH1B3","chr19","protein_coding"
"287","ENSG00000105357","Heart",14.645994,"Placenta",2.160568,6.77877021227751,"MYH14","chr19","protein_coding"
"288","ENSG00000170889","Heart",399.64022,"Placenta",76.75334,5.20681210746008,"RPS9","chr19","protein_coding"
"289","ENSG00000127903","Heart",3.4013457,"Placenta",0.7841821,4.33744368814335,"ZNF835","chr19","protein_coding"
"290","ENSG00000101220","Heart",12.39614,"Placenta",3.648232,3.39784860173366,"C20orf27","chr20","protein_coding"
"291","ENSG00000125851","Heart",1.9654723,"Placenta",0.4972806,3.95244113685513,"PCSK2","chr20","protein_coding"
"292","ENSG00000183798","Heart",22.56514239,"Placenta",0.09305567,242.490784172528,"EMILIN3","chr20","protein_coding"
"293","ENSG00000101115","Heart",1.4016425,"Placenta",0.3450258,4.06242808508813,"SALL4","chr20","protein_coding"
"294","ENSG00000101134","Heart",12.402386,"Placenta",0.594142,20.8744475226461,"DOK5","chr20","protein_coding"
"295","ENSG00000101198","Heart",12.63231,"Placenta",2.01154,6.27991986239399,"NKAIN4","chr20","protein_coding"
"296","ENSG00000101203","Heart",1.2973598,"Placenta",0.4186565,3.09886458230076,"COL20A1","chr20","protein_coding"
"297","ENSG00000075043","Heart",3.11309781,"Placenta",0.01945977,159.976084506651,"KCNQ2","chr20","protein_coding"
"298","ENSG00000154654","Heart",10.472734,"Placenta",1.309381,7.9982327527282,"NCAM2","chr21","protein_coding"
"299","ENSG00000160213","Heart",121.9014,"Placenta",10.2428,11.9011793650174,"CSTB","chr21","protein_coding"
"300","ENSG00000160307","Heart",11.4078312,"Placenta",0.1287016,88.637835116269,"S100B","chr21","protein_coding"
"301","ENSG00000015475","Heart",20.328725,"Placenta",5.237908,3.8810771399574,"BID","chr22","protein_coding"
"302","ENSG00000100209","Heart",12.661264,"Placenta",3.812244,3.32121028979257,"HSCB","chr22","protein_coding"
"303","ENSG00000184949","Heart",4.1738218,"Placenta",0.9319736,4.47847642894606,"FAM227A","chr22","protein_coding"
"304","ENSG00000130540","Heart",1.73629839,"Placenta",0.05860308,29.6281081130889,"SULT4A1","chr22","protein_coding"
"305","ENSG00000056487","Heart",1.18850455,"Placenta",0.05592521,21.2516779105523,"PHF21B","chr22","protein_coding"
"306","ENSG00000219438","Heart",3.7428628,"Placenta",0.02629444,142.344267457303,"TAFA5","chr22","protein_coding"
"307","ENSG00000011201","Heart",22.333904,"Placenta",1.572142,14.2060348238263,"ANOS1","chrX","protein_coding"
"308","ENSG00000017483","Heart",3.7772572,"Placenta",0.2132278,17.7146563440602,"SLC38A5","chrX","protein_coding"
"309","ENSG00000122824","Heart",5.8684851,"Placenta",0.3929716,14.9336112329746,"NUDT10","chrX","protein_coding"
"310","ENSG00000189369","Heart",10.061846,"Placenta",3.347767,3.00553951335323,"GSPT2","chrX","protein_coding"
"311","ENSG00000187601","Heart",63.405583,"Placenta",6.259068,10.1301955818342,"MAGEH1","chrX","protein_coding"
"312","ENSG00000147059","Heart",1.5438071,"Placenta",0.1331971,11.5903957368441,"SPIN2A","chrX","protein_coding"
"313","ENSG00000169083","Heart",10.035809,"Placenta",1.782293,5.63084128142791,"AR","chrX","protein_coding"
"314","ENSG00000165349","Heart",1.103067028,"Placenta",0.009096923,121.257157832379,"SLC7A3","chrX","protein_coding"
"315","ENSG00000198034","Heart",1538.1315,"Placenta",278.3934,5.52502861059206,"RPS4X","chrX","protein_coding"
"316","ENSG00000198934","Heart",2.01332733,"Placenta",0.09172459,21.9497010561726,"MAGEE1","chrX","protein_coding"
"317","ENSG00000131171","Heart",112.1181,"Placenta",33.3526,3.36159999520277,"SH3BGRL","chrX","protein_coding"
"318","ENSG00000147180","Heart",45.975563,"Placenta",9.190278,5.00263027951929,"ZNF711","chrX","protein_coding"
"319","ENSG00000179083","Heart",1.679051,"Placenta",0.185007,9.07560794996946,"FAM133A","chrX","protein_coding"
"320","ENSG00000126950","Heart",2.58050511,"Placenta",0.01415989,182.240477150599,"TMEM35A","chrX","protein_coding"
"321","ENSG00000102385","Heart",5.1563622,"Placenta",0.1271189,40.563300972554,"DRP2","chrX","protein_coding"
"322","ENSG00000184905","Heart",2.00437119,"Placenta",0.01257796,159.355824791938,"TCEAL2","chrX","protein_coding"
"323","ENSG00000180964","Heart",138.56681,"Placenta",34.31413,4.03818514413742,"TCEAL8","chrX","protein_coding"
"324","ENSG00000133142","Heart",150.18886,"Placenta",32.08922,4.68035246727717,"TCEAL4","chrX","protein_coding"
"325","ENSG00000123560","Heart",25.595928756,"Placenta",0.003120469,8202.59030165017,"PLP1","chrX","protein_coding"
"326","ENSG00000166707","Heart",1.9311077,"Placenta",0.3823931,5.05005895765379,"ZCCHC18","chrX","protein_coding"
"327","ENSG00000125352","Heart",20.991873,"Placenta",5.604137,3.74578155387707,"RNF113A","chrX","protein_coding"
"328","ENSG00000125355","Heart",1.1410327,"Placenta",0.1553734,7.34380981557976,"TMEM255A","chrX","protein_coding"
"329","ENSG00000125675","Heart",2.211308,"Placenta",0.7114255,3.1082776762992,"GRIA3","chrX","protein_coding"
"330","ENSG00000129682","Heart",32.969751,"Placenta",9.088654,3.62757246562582,"FGF13","chrX","protein_coding"
"331","ENSG00000182195","Heart",14.4961975,"Placenta",0.3816987,37.9781159851998,"LDOC1","chrX","protein_coding"
"332","ENSG00000185985","Heart",1.94961938,"Placenta",0.001536244,1269.08185158087,"SLITRK2","chrX","protein_coding"
"333","ENSG00000147400","Heart",49.45335,"Placenta",11.6465,4.24619842871249,"CETN2","chrX","protein_coding"
"334","ENSG00000182333","Heart",0.005116897,"Placenta",0,Inf,"LIPF","chr10","protein_coding"
"335","ENSG00000215182","Heart",0.005131968,"Placenta",0,Inf,"MUC5AC","chr11","protein_coding"
"336","ENSG00000187634","Muscle",11.120993,"Placenta",0.2608789,42.6289477608193,"SAMD11","chr1","protein_coding"
"337","ENSG00000142611","Muscle",19.722749,"Placenta",0.872424,22.6068391057559,"PRDM16","chr1","protein_coding"
"338","ENSG00000175279","Muscle",1.2432891,"Placenta",0.2563712,4.84956617591992,"CENPS","chr1","protein_coding"
"339","ENSG00000117632","Muscle",443.77577,"Placenta",33.32994,13.3146285291843,"STMN1","chr1","protein_coding"
"340","ENSG00000121766","Muscle",55.43783,"Placenta",16.82852,3.29427840356728,"ZCCHC17","chr1","protein_coding"
"341","ENSG00000160062","Muscle",18.500536,"Placenta",5.954594,3.10693491445429,"ZBTB8A","chr1","protein_coding"
"342","ENSG00000092853","Muscle",18.539806,"Placenta",5.049337,3.67173076386068,"CLSPN","chr1","protein_coding"
"343","ENSG00000185090","Muscle",1.7595441,"Placenta",0.5230709,3.36387304283224,"MANEAL","chr1","protein_coding"
"344","ENSG00000173660","Muscle",230.64352,"Placenta",33.61637,6.86104775738725,"UQCRH","chr1","protein_coding"
"345","ENSG00000162433","Muscle",21.458643,"Placenta",6.968301,3.07946556843627,"AK4","chr1","protein_coding"
"346","ENSG00000116791","Muscle",28.836631,"Placenta",9.605442,3.00211390584629,"CRYZ","chr1","protein_coding"
"347","ENSG00000162614","Muscle",184.33576,"Placenta",16.62786,11.0859581449447,"NEXN","chr1","protein_coding"
"348","ENSG00000134198","Muscle",15.820843,"Placenta",1.789758,8.83965485836633,"TSPAN2","chr1","protein_coding"
"349","ENSG00000272031","Muscle",1.4408506,"Placenta",0.2287131,6.2998166698803,"ANKRD34A","chr1","protein_coding"
"350","ENSG00000143401","Muscle",73.28878,"Placenta",21.64856,3.38538821981693,"ANP32E","chr1","protein_coding"
"351","ENSG00000213190","Muscle",41.449475,"Placenta",3.105655,13.3464518756913,"MLLT11","chr1","protein_coding"
"352","ENSG00000143416","Muscle",42.13114,"Placenta",10.15552,4.14859504978573,"SELENBP1","chr1","protein_coding"
"353","ENSG00000188643","Muscle",40.61596,"Placenta",12.90405,3.14753585114751,"S100A16","chr1","protein_coding"
"354","ENSG00000179085","Muscle",16.93356,"Placenta",2.56658,6.59771368903366,"DPM3","chr1","protein_coding"
"355","ENSG00000143228","Muscle",26.29532,"Placenta",3.35736,7.83214192103319,"NUF2","chr1","protein_coding"
"356","ENSG00000143156","Muscle",15.66637,"Placenta",3.538673,4.42718781871057,"NME7","chr1","protein_coding"
"357","ENSG00000143340","Muscle",1.7454557,"Placenta",0.3206489,5.44351064357308,"FAM163A","chr1","protein_coding"
"358","ENSG00000231767","Muscle",167.365297,"Placenta",1.008343,165.98052150905,"AL136454.1","chr1","protein_coding"
"359","ENSG00000115738","Muscle",101.45895,"Placenta",18.17008,5.58384718174053,"ID2","chr2","protein_coding"
"360","ENSG00000152518","Muscle",115.98689,"Placenta",15.41307,7.52522956166422,"ZFP36L2","chr2","protein_coding"
"361","ENSG00000119866","Muscle",27.934782,"Placenta",1.416318,19.7235239543662,"BCL11A","chr2","protein_coding"
"362","ENSG00000158050","Muscle",2.8264061,"Placenta",0.2960251,9.54785962406566,"DUSP2","chr2","protein_coding"
"363","ENSG00000152082","Muscle",51.07859,"Placenta",8.11454,6.29469939146273,"MZT2B","chr2","protein_coding"
"364","ENSG00000173272","Muscle",25.372855,"Placenta",2.929444,8.66132105614581,"MZT2A","chr2","protein_coding"
"365","ENSG00000163040","Muscle",1.9872301,"Placenta",0.3391529,5.85939291688203,"CCDC74A","chr2","protein_coding"
"366","ENSG00000153237","Muscle",1.4637244,"Placenta",0.1954717,7.48816529451578,"CCDC148","chr2","protein_coding"
"367","ENSG00000163535","Muscle",21.009354,"Placenta",4.536313,4.63137221792235,"SGO2","chr2","protein_coding"
"368","ENSG00000240344","Muscle",41.91931,"Placenta",11.92988,3.51380818583255,"PPIL3","chr2","protein_coding"
"369","ENSG00000144451","Muscle",42.300027,"Placenta",9.273676,4.56130093395542,"SPAG16","chr2","protein_coding"
"370","ENSG00000115457","Muscle",126.51926,"Placenta",13.82242,9.15319169870399,"IGFBP2","chr2","protein_coding"
"371","ENSG00000132329","Muscle",19.94697,"Placenta",1.298602,15.3603413516998,"RAMP1","chr2","protein_coding"
"372","ENSG00000146205","Muscle",2.2786807,"Placenta",0.5066063,4.49793202334831,"ANO7","chr2","protein_coding"
"373","ENSG00000182568","Muscle",49.774354,"Placenta",8.518844,5.84285309133493,"SATB1","chr3","protein_coding"
"374","ENSG00000129810","Muscle",13.6269,"Placenta",2.15858,6.31290014731907,"SGO1","chr3","protein_coding"
"375","ENSG00000174748","Muscle",1206.0849,"Placenta",254.5461,4.7381786639041,"RPL15","chr3","protein_coding"
"376","ENSG00000170011","Muscle",2.4078976,"Placenta",0.6703258,3.59213027456201,"MYRIP","chr3","protein_coding"
"377","ENSG00000088543","Muscle",13.450908,"Placenta",3.701978,3.63343812415957,"C3orf18","chr3","protein_coding"
"378","ENSG00000248487","Muscle",2.6444677,"Placenta",0.7107373,3.72073859075639,"ABHD14A","chr3","protein_coding"
"379","ENSG00000114405","Muscle",13.718868,"Placenta",2.536464,5.40865866813012,"C3orf14","chr3","protein_coding"
"380","ENSG00000144749","Muscle",61.981901,"Placenta",5.080221,12.2006308386978,"LRIG1","chr3","protein_coding"
"381","ENSG00000163507","Muscle",18.207982,"Placenta",6.036611,3.01625895721954,"CIP2A","chr3","protein_coding"
"382","ENSG00000144847","Muscle",3.5693126,"Placenta",0.9248389,3.85938848376728,"IGSF11","chr3","protein_coding"
"383","ENSG00000129048","Muscle",1.886485,"Placenta",0.3984695,4.7343272195237,"ACKR4","chr3","protein_coding"
"384","ENSG00000158163","Muscle",13.047232,"Placenta",4.011528,3.25243448381764,"DZIP1L","chr3","protein_coding"
"385","ENSG00000163918","Muscle",26.957441,"Placenta",8.798595,3.06383473725066,"RFC4","chr3","protein_coding"
"386","ENSG00000157005","Muscle",5.57889,"Placenta",0.007214643,773.273188985235,"SST","chr3","protein_coding"
"387","ENSG00000072832","Muscle",15.991659,"Placenta",4.338567,3.6859310919942,"CRMP1","chr4","protein_coding"
"388","ENSG00000170801","Muscle",24.49483,"Placenta",6.2183,3.93915217985623,"HTRA3","chr4","protein_coding"
"389","ENSG00000169851","Muscle",113.4765513,"Placenta",0.4133579,274.523727017193,"PCDH7","chr4","protein_coding"
"390","ENSG00000145247","Muscle",19.857051,"Placenta",3.176285,6.25165909230437,"OCIAD2","chr4","protein_coding"
"391","ENSG00000196503","Muscle",1.4265036,"Placenta",0.2361548,6.04054459193715,"ARL9","chr4","protein_coding"
"392","ENSG00000164039","Muscle",29.519536,"Placenta",7.540959,3.91455993859667,"BDH2","chr4","protein_coding"
"393","ENSG00000168772","Muscle",12.644929,"Placenta",1.971217,6.4147828473476,"CXXC4","chr4","protein_coding"
"394","ENSG00000138794","Muscle",23.827355,"Placenta",4.734414,5.03279920175971,"CASP6","chr4","protein_coding"
"395","ENSG00000109390","Muscle",113.75525,"Placenta",12.67064,8.97786141820776,"NDUFC1","chr4","protein_coding"
"396","ENSG00000197465","Muscle",3.2399636,"Placenta",0.2938728,11.025054377268,"GYPE","chr4","protein_coding"
"397","ENSG00000164161","Muscle",20.4540526,"Placenta",0.2986077,68.4980748989393,"HHIP","chr4","protein_coding"
"398","ENSG00000056050","Muscle",58.442046,"Placenta",6.113924,9.55884404189519,"HPF1","chr4","protein_coding"
"399","ENSG00000173320","Muscle",36.96037,"Placenta",10.02484,3.68687879307799,"STOX2","chr4","protein_coding"
"400","ENSG00000133398","Muscle",34.28109,"Placenta",11.12193,3.08229686754008,"MED10","chr5","protein_coding"
"401","ENSG00000164182","Muscle",31.32399,"Placenta",3.036964,10.314244752325,"NDUFAF2","chr5","protein_coding"
"402","ENSG00000123219","Muscle",31.147166,"Placenta",4.194268,7.42612679971809,"CENPK","chr5","protein_coding"
"403","ENSG00000153044","Muscle",12.231246,"Placenta",2.806813,4.35769892757373,"CENPH","chr5","protein_coding"
"404","ENSG00000133302","Muscle",26.559698,"Placenta",8.618614,3.08166695944383,"SLF1","chr5","protein_coding"
"405","ENSG00000184349","Muscle",47.667013,"Placenta",4.799921,9.93079115260439,"EFNA5","chr5","protein_coding"
"406","ENSG00000112981","Muscle",1.44971176,"Placenta",0.07020038,20.6510528860385,"NME5","chr5","protein_coding"
"407","ENSG00000156463","Muscle",10.8885813,"Placenta",0.1885516,57.7485489383278,"SH3RF2","chr5","protein_coding"
"408","ENSG00000177556","Muscle",64.66354,"Placenta",16.44985,3.93095013024435,"ATOX1","chr5","protein_coding"
"409","ENSG00000137267","Muscle",26.519463,"Placenta",6.820871,3.88798776578534,"TUBB2A","chr6","protein_coding"
"410","ENSG00000124802","Muscle",23.080916,"Placenta",2.085282,11.0684866603174,"EEF1E1","chr6","protein_coding"
"411","ENSG00000112312","Muscle",24.414792,"Placenta",7.245487,3.36965506942459,"GMNN","chr6","protein_coding"
"412","ENSG00000124507","Muscle",1.22306376,"Placenta",0.08439341,14.4924083527375,"PACSIN1","chr6","protein_coding"
"413","ENSG00000112667","Muscle",33.137781,"Placenta",1.857672,17.8383379843159,"DNPH1","chr6","protein_coding"
"414","ENSG00000112077","Muscle",2.4875229,"Placenta",0.5775191,4.30725650459007,"RHAG","chr6","protein_coding"
"415","ENSG00000135314","Muscle",3.3104549,"Placenta",0.3888102,8.51432112634905,"KHDC1","chr6","protein_coding"
"416","ENSG00000146243","Muscle",14.62364,"Placenta",3.98224,3.67221463297039,"IRAK1BP1","chr6","protein_coding"
"417","ENSG00000065609","Muscle",5.1615783,"Placenta",0.4378439,11.7886267229028,"SNAP91","chr6","protein_coding"
"418","ENSG00000111832","Muscle",106.76688,"Placenta",21.69713,4.92078353219988,"RWDD1","chr6","protein_coding"
"419","ENSG00000079931","Muscle",26.75425,"Placenta",4.36637,6.12734376610319,"MOXD1","chr6","protein_coding"
"420","ENSG00000112029","Muscle",26.20962,"Placenta",7.27558,3.6024097047933,"FBXO5","chr6","protein_coding"
"421","ENSG00000189043","Muscle",241.2377,"Placenta",33.3906,7.22471893287332,"NDUFA4","chr7","protein_coding"
"422","ENSG00000164649","Muscle",23.810241,"Placenta",4.675507,5.09254739646417,"CDCA7L","chr7","protein_coding"
"423","ENSG00000106327","Muscle",2.331362,"Placenta",0.322527,7.22842428695892,"TFR2","chr7","protein_coding"
"424","ENSG00000168078","Muscle",16.268421,"Placenta",2.730622,5.95777115983098,"PBK","chr8","protein_coding"
"425","ENSG00000019549","Muscle",60.237941,"Placenta",8.051185,7.48187266843328,"SNAI2","chr8","protein_coding"
"426","ENSG00000170791","Muscle",40.81678,"Placenta",12.52642,3.25845532881701,"CHCHD7","chr8","protein_coding"
"427","ENSG00000181195","Muscle",16.254702,"Placenta",0.4426565,36.7208026991584,"PENK","chr8","protein_coding"
"428","ENSG00000169122","Muscle",34.204868,"Placenta",3.545582,9.6471800680396,"FAM110B","chr8","protein_coding"
"429","ENSG00000253250","Muscle",20.123352,"Placenta",1.256439,16.0161790584342,"C8orf88","chr8","protein_coding"
"430","ENSG00000164949","Muscle",12.159255,"Placenta",2.900131,4.19265715928005,"GEM","chr8","protein_coding"
"431","ENSG00000156509","Muscle",2.6368315,"Placenta",0.2712736,9.72019208651339,"FBXO43","chr8","protein_coding"
"432","ENSG00000131773","Muscle",14.599107,"Placenta",2.182568,6.68895860289347,"KHDRBS3","chr8","protein_coding"
"433","ENSG00000107165","Muscle",1.33051698,"Placenta",0.05008637,26.5644521653296,"TYRP1","chr9","protein_coding"
"434","ENSG00000235453","Muscle",13.105634,"Placenta",1.997276,6.56175410909659,"SMIM27","chr9","protein_coding"
"435","ENSG00000159884","Muscle",20.49845,"Placenta",5.397449,3.79780336970298,"CCDC107","chr9","protein_coding"
"436","ENSG00000137135","Muscle",3.802169,"Placenta",1.223477,3.1076750931975,"ARHGEF39","chr9","protein_coding"
"437","ENSG00000169071","Muscle",28.30711,"Placenta",6.434642,4.39917403330286,"ROR2","chr9","protein_coding"
"438","ENSG00000136938","Muscle",149.31781,"Placenta",41.61484,3.58809045042586,"ANP32B","chr9","protein_coding"
"439","ENSG00000165152","Muscle",19.7906762,"Placenta",0.3135056,63.1270261201076,"TMEM246","chr9","protein_coding"
"440","ENSG00000106853","Muscle",50.54397,"Placenta",6.334275,7.97944042530519,"PTGR1","chr9","protein_coding"
"441","ENSG00000167081","Muscle",29.815619,"Placenta",6.713715,4.44100159151826,"PBX3","chr9","protein_coding"
"442","ENSG00000136895","Muscle",24.990264,"Placenta",7.379919,3.38625180032464,"GARNL3","chr9","protein_coding"
"443","ENSG00000169692","Muscle",25.90998,"Placenta",6.311259,4.10535837619721,"AGPAT2","chr9","protein_coding"
"444","ENSG00000077943","Muscle",36.2814123,"Placenta",0.8003927,45.3295142496927,"ITGA8","chr10","protein_coding"
"445","ENSG00000171224","Muscle",1.183721,"Placenta",0.34311,3.44997522660371,"FAM241B","chr10","protein_coding"
"446","ENSG00000172586","Muscle",40.3479,"Placenta",12.85188,3.13945508361423,"CHCHD1","chr10","protein_coding"
"447","ENSG00000184719","Muscle",4.48913,"Placenta",1.338439,3.35400417949567,"RNLS","chr10","protein_coding"
"448","ENSG00000108018","Muscle",12.77730834,"Placenta",0.03537842,361.161078985438,"SORCS1","chr10","protein_coding"
"449","ENSG00000110786","Muscle",2.1334787,"Placenta",0.0329156,64.8166431722344,"PTPN5","chr11","protein_coding"
"450","ENSG00000198168","Muscle",34.32126,"Placenta",10.10811,3.39541813454741,"SVIP","chr11","protein_coding"
"451","ENSG00000109881","Muscle",54.155316,"Placenta",2.731688,19.8248540828967,"CCDC34","chr11","protein_coding"
"452","ENSG00000110492","Muscle",357.485767,"Placenta",9.216753,38.7865191787173,"MDK","chr11","protein_coding"
"453","ENSG00000183134","Muscle",1.2123343,"Placenta",0.3050057,3.97479227437389,"PTGDR2","chr11","protein_coding"
"454","ENSG00000134825","Muscle",112.39881,"Placenta",15.91432,7.0627466332209,"TMEM258","chr11","protein_coding"
"455","ENSG00000168061","Muscle",7.988607,"Placenta",1.807599,4.41945752348834,"SAC3D1","chr11","protein_coding"
"456","ENSG00000149806","Muscle",266.97237,"Placenta",63.92981,4.17602320419848,"FAU","chr11","protein_coding"
"457","ENSG00000197345","Muscle",51.003732,"Placenta",8.834154,5.77347100808974,"MRPL21","chr11","protein_coding"
"458","ENSG00000137720","Muscle",15.826498,"Placenta",1.825126,8.67145501187315,"C11orf1","chr11","protein_coding"
"459","ENSG00000064199","Muscle",6.934076,"Placenta",1.277297,5.42871078535376,"SPA17","chr11","protein_coding"
"460","ENSG00000010278","Muscle",57.78892,"Placenta",17.37104,3.32673921653511,"CD9","chr12","protein_coding"
"461","ENSG00000111404","Muscle",1.69674864,"Placenta",0.02050472,82.7491738487529,"RERGL","chr12","protein_coding"
"462","ENSG00000178449","Muscle",22.031197,"Placenta",6.014469,3.66303276315831,"COX14","chr12","protein_coding"
"463","ENSG00000118596","Muscle",26.896572,"Placenta",6.294724,4.27287550653531,"SLC16A7","chr12","protein_coding"
"464","ENSG00000187109","Muscle",545.2525,"Placenta",149.4863,3.64750816630019,"NAP1L1","chr12","protein_coding"
"465","ENSG00000139438","Muscle",3.9700471,"Placenta",0.5080547,7.81421193426613,"FAM222A","chr12","protein_coding"
"466","ENSG00000122970","Muscle",24.90997,"Placenta",6.844728,3.63929289812539,"IFT81","chr12","protein_coding"
"467","ENSG00000111275","Muscle",30.966583,"Placenta",5.752924,5.3827554474907,"ALDH2","chr12","protein_coding"
"468","ENSG00000089220","Muscle",317.09,"Placenta",72.20164,4.39172849813384,"PEBP1","chr12","protein_coding"
"469","ENSG00000167272","Muscle",21.750685,"Placenta",4.632148,4.69559370728224,"POP5","chr12","protein_coding"
"470","ENSG00000130921","Muscle",34.23841,"Placenta",10.93894,3.1299568331118,"C12orf65","chr12","protein_coding"
"471","ENSG00000102468","Muscle",2.56225763,"Placenta",0.08192164,31.2769328104271,"HTR2A","chr13","protein_coding"
"472","ENSG00000102543","Muscle",16.9209,"Placenta",3.562651,4.74952500258936,"CDADC1","chr13","protein_coding"
