"","ensembl","Tissue.x","nCPMs","Tissue.y","nCPMs_4","nCPM_ratio","hgnc_symbol","seqnames","gene_type","description"
"133","ENSG00000172803","Male_Heart",2.5190304,"Male_Placenta",0.6212974,4.0544679568915,"SNX32","chr11","protein_coding","sorting nexin 32 [Source:HGNC Symbol;Acc:HGNC:26423]"
"134","ENSG00000174807","Male_Heart",43.271402,"Male_Placenta",8.045948,5.37803649737731,"CD248","chr11","protein_coding","CD248 molecule [Source:HGNC Symbol;Acc:HGNC:18219]"
"135","ENSG00000149260","Male_Heart",21.086103,"Male_Placenta",1.520952,13.8637530967447,"CAPN5","chr11","protein_coding","calpain 5 [Source:HGNC Symbol;Acc:HGNC:1482]"
"136","ENSG00000149256","Male_Heart",19.588488,"Male_Placenta",2.085126,9.39439055481539,"TENM4","chr11","protein_coding","teneurin transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:29945]"
"137","ENSG00000150672","Male_Heart",15.251578,"Male_Placenta",4.723555,3.22883463831796,"DLG2","chr11","protein_coding","discs large MAGUK scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:2901]"
"138","ENSG00000177103","Male_Heart",2.7399697,"Male_Placenta",0.4997144,5.48307133034389,"DSCAML1","chr11","protein_coding","DS cell adhesion molecule like 1 [Source:HGNC Symbol;Acc:HGNC:14656]"
"139","ENSG00000188486","Male_Heart",55.68427,"Male_Placenta",10.17199,5.47427494521721,"H2AFX","chr11","protein_coding","H2A.X variant histone [Source:HGNC Symbol;Acc:HGNC:4739]"
"140","ENSG00000184232","Male_Heart",31.931776,"Male_Placenta",2.472286,12.9158907990419,"OAF","chr11","protein_coding","out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752]"
"141","ENSG00000110900","Male_Heart",22.804653,"Male_Placenta",1.875022,12.1623388952236,"TSPAN11","chr12","protein_coding","tetraspanin 11 [Source:HGNC Symbol;Acc:HGNC:30795]"
"142","ENSG00000184613","Male_Heart",14.1408599,"Male_Placenta",0.3535972,39.9914363009662,"NELL2","chr12","protein_coding","neural EGFL like 2 [Source:HGNC Symbol;Acc:HGNC:7751]"
"143","ENSG00000172602","Male_Heart",1.2798936,"Male_Placenta",0.2036925,6.2834596266431,"RND1","chr12","protein_coding","Rho family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:18314]"
"144","ENSG00000135426","Male_Heart",1.0856217,"Male_Placenta",0.2688591,4.0378834117945,"TESPA1","chr12","protein_coding","thymocyte expressed, positive selection associated 1 [Source:HGNC Symbol;Acc:HGNC:29109]"
"145","ENSG00000135454","Male_Heart",2.3232467,"Male_Placenta",0.3816531,6.08732563681521,"B4GALNT1","chr12","protein_coding","beta-1,4-N-acetyl-galactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4117]"
"146","ENSG00000075035","Male_Heart",1.9328822,"Male_Placenta",0.2385272,8.10340372083352,"WSCD2","chr12","protein_coding","WSC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29117]"
"147","ENSG00000183160","Male_Heart",14.041123,"Male_Placenta",1.823825,7.6987227392979,"TMEM119","chr12","protein_coding","transmembrane protein 119 [Source:HGNC Symbol;Acc:HGNC:27884]"
"148","ENSG00000151952","Male_Heart",1.041683,"Male_Placenta",0,Inf,"TMEM132D","chr12","protein_coding","transmembrane protein 132D [Source:HGNC Symbol;Acc:HGNC:29411]"
"149","ENSG00000060709","Male_Heart",1.12744932,"Male_Placenta",0.01290722,87.3502830198912,"RIMBP2","chr12","protein_coding","RIMS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30339]"
"150","ENSG00000102781","Male_Heart",39.45796,"Male_Placenta",10.09352,3.90923681728475,"KATNAL1","chr13","protein_coding","katanin catalytic subunit A1 like 1 [Source:HGNC Symbol;Acc:HGNC:28361]"
"151","ENSG00000118922","Male_Heart",56.955234,"Male_Placenta",6.152507,9.25724001614301,"KLF12","chr13","protein_coding","Kruppel like factor 12 [Source:HGNC Symbol;Acc:HGNC:6346]"
"152","ENSG00000185352","Male_Heart",1.01228887,"Male_Placenta",0.05193598,19.4910901844925,"HS6ST3","chr13","protein_coding","heparan sulfate 6-O-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:19134]"
"153","ENSG00000166091","Male_Heart",1.2389497,"Male_Placenta",0.2447856,5.06136676340438,"CMTM5","chr14","protein_coding","CKLF like MARVEL transmembrane domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19176]"
"154","ENSG00000092051","Male_Heart",2.2754778,"Male_Placenta",0.6647301,3.42316046768455,"JPH4","chr14","protein_coding","junctophilin 4 [Source:HGNC Symbol;Acc:HGNC:20156]"
"155","ENSG00000139910","Male_Heart",11.95226608,"Male_Placenta",0.01211365,986.677515034692,"NOVA1","chr14","protein_coding","NOVA alternative splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:7886]"
"156","ENSG00000126785","Male_Heart",25.08315,"Male_Placenta",6.68824,3.7503364113728,"RHOJ","chr14","protein_coding","ras homolog family member J [Source:HGNC Symbol;Acc:HGNC:688]"
"157","ENSG00000227051","Male_Heart",11.007693,"Male_Placenta",2.644552,4.16240368879114,"C14orf132","chr14","protein_coding","chromosome 14 open reading frame 132 [Source:HGNC Symbol;Acc:HGNC:20346]"
"158","ENSG00000034053","Male_Heart",2.798949,"Male_Placenta",0.279579,10.011299131909,"APBA2","chr15","protein_coding","amyloid beta precursor protein binding family A member 2 [Source:HGNC Symbol;Acc:HGNC:579]"
"159","ENSG00000166922","Male_Heart",3.98137269,"Male_Placenta",0.09560207,41.6452561121323,"SCG5","chr15","protein_coding","secretogranin V [Source:HGNC Symbol;Acc:HGNC:10816]"
"160","ENSG00000166073","Male_Heart",7.106963,"Male_Placenta",2.116391,3.35805765569784,"GPR176","chr15","protein_coding","G protein-coupled receptor 176 [Source:HGNC Symbol;Acc:HGNC:32370]"
"161","ENSG00000205502","Male_Heart",3.952795,"Male_Placenta",0.7310721,5.40684701276386,"C2CD4B","chr15","protein_coding","C2 calcium dependent domain containing 4B [Source:HGNC Symbol;Acc:HGNC:33628]"
"162","ENSG00000138615","Male_Heart",36.230403,"Male_Placenta",1.798488,20.1449234023246,"CILP","chr15","protein_coding","cartilage intermediate layer protein [Source:HGNC Symbol;Acc:HGNC:1980]"
"163","ENSG00000183496","Male_Heart",15.042886,"Male_Placenta",2.686608,5.59921134754307,"MEX3B","chr15","protein_coding","mex-3 RNA binding family member B [Source:HGNC Symbol;Acc:HGNC:25297]"
"164","ENSG00000206177","Male_Heart",15.074521,"Male_Placenta",1.690616,8.91658484244796,"HBM","chr16","protein_coding","hemoglobin subunit mu [Source:HGNC Symbol;Acc:HGNC:4826]"
"165","ENSG00000183971","Male_Heart",1.7899704,"Male_Placenta",0.3978983,4.49856257239601,"NPW","chr16","protein_coding","neuropeptide W [Source:HGNC Symbol;Acc:HGNC:30509]"
"166","ENSG00000174938","Male_Heart",11.639535,"Male_Placenta",2.175725,5.3497271024601,"SEZ6L2","chr16","protein_coding","seizure related 6 homolog like 2 [Source:HGNC Symbol;Acc:HGNC:30844]"
"167","ENSG00000180209","Male_Heart",0.5251405,"Male_Placenta",0.1719977,3.05318326931116,"MYLPF","chr16","protein_coding","myosin light chain, phosphorylatable, fast skeletal muscle [Source:HGNC Symbol;Acc:HGNC:29824]"
"168","ENSG00000198417","Male_Heart",1.3301734,"Male_Placenta",0.2176295,6.11210061136013,"MT1F","chr16","protein_coding","metallothionein 1F [Source:HGNC Symbol;Acc:HGNC:7398]"
"169","ENSG00000135736","Male_Heart",14.251679,"Male_Placenta",4.192992,3.39892825934321,"CCDC102A","chr16","protein_coding","coiled-coil domain containing 102A [Source:HGNC Symbol;Acc:HGNC:28097]"
"170","ENSG00000157368","Male_Heart",1.3611336,"Male_Placenta",0.1494261,9.10907532218267,"IL34","chr16","protein_coding","interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]"
"171","ENSG00000157423","Male_Heart",1.5962552,"Male_Placenta",0.2782595,5.73657035968224,"HYDIN","chr16","protein_coding","HYDIN axonemal central pair apparatus protein [Source:HGNC Symbol;Acc:HGNC:19368]"
"172","ENSG00000171724","Male_Heart",14.23091,"Male_Placenta",0.99469,14.3068795303059,"VAT1L","chr16","protein_coding","vesicle amine transport 1 like [Source:HGNC Symbol;Acc:HGNC:29315]"
"173","ENSG00000225614","Male_Heart",19.646841,"Male_Placenta",2.798608,7.02021898029306,"ZNF469","chr16","protein_coding","zinc finger protein 469 [Source:HGNC Symbol;Acc:HGNC:23216]"
"174","ENSG00000167695","Male_Heart",15.532862,"Male_Placenta",3.531907,4.39786834704311,"TLCD3A","chr17","protein_coding","TLC domain containing 3A [Source:HGNC Symbol;Acc:HGNC:29646]"
"175","ENSG00000133020","Male_Heart",0.07398223,"Male_Placenta",0.01402166,5.27628183824169,"MYH8","chr17","protein_coding","myosin heavy chain 8 [Source:HGNC Symbol;Acc:HGNC:7578]"
"176","ENSG00000166582","Male_Heart",11.646976,"Male_Placenta",1.614757,7.21283512008308,"CENPV","chr17","protein_coding","centromere protein V [Source:HGNC Symbol;Acc:HGNC:29920]"
"177","ENSG00000109084","Male_Heart",14.6747,"Male_Placenta",4.68406,3.1329017988668,"TMEM97","chr17","protein_coding","transmembrane protein 97 [Source:HGNC Symbol;Acc:HGNC:28106]"
"178","ENSG00000109113","Male_Heart",64.25413,"Male_Placenta",12.78853,5.02435620043899,"RAB34","chr17","protein_coding","RAB34, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16519]"
"179","ENSG00000126562","Male_Heart",2.1194448,"Male_Placenta",0.2775989,7.63491786170623,"WNK4","chr17","protein_coding","WNK lysine deficient protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:14544]"
"180","ENSG00000161682","Male_Heart",23.3100909,"Male_Placenta",0.3390505,68.7510884071842,"FAM171A2","chr17","protein_coding","family with sequence similarity 171 member A2 [Source:HGNC Symbol;Acc:HGNC:30480]"
"181","ENSG00000180340","Male_Heart",22.329312,"Male_Placenta",1.559821,14.3153041278454,"FZD2","chr17","protein_coding","frizzled class receptor 2 [Source:HGNC Symbol;Acc:HGNC:4040]"
"182","ENSG00000173714","Male_Heart",1.08823685,"Male_Placenta",0.03556022,30.6026467215332,"WFIKKN2","chr17","protein_coding","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30916]"
"183","ENSG00000141232","Male_Heart",19.42045,"Male_Placenta",5.221375,3.71941298987336,"TOB1","chr17","protein_coding","transducer of ERBB2, 1 [Source:HGNC Symbol;Acc:HGNC:11979]"
"184","ENSG00000175175","Male_Heart",1.8054426,"Male_Placenta",0.1857796,9.71819618515704,"PPM1E","chr17","protein_coding","protein phosphatase, Mg2+/Mn2+ dependent 1E [Source:HGNC Symbol;Acc:HGNC:19322]"
"185","ENSG00000011028","Male_Heart",187.5793,"Male_Placenta",13.8668,13.5272232959298,"MRC2","chr17","protein_coding","mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]"
"186","ENSG00000125398","Male_Heart",18.6826263,"Male_Placenta",0.5016874,37.2395764773044,"SOX9","chr17","protein_coding","SRY-box transcription factor 9 [Source:HGNC Symbol;Acc:HGNC:11204]"
"187","ENSG00000180616","Male_Heart",2.3104666,"Male_Placenta",0.4802104,4.81136310250673,"SSTR2","chr17","protein_coding","somatostatin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11331]"
"188","ENSG00000108479","Male_Heart",22.241179,"Male_Placenta",4.666441,4.76619740826039,"GALK1","chr17","protein_coding","galactokinase 1 [Source:HGNC Symbol;Acc:HGNC:4118]"
"189","ENSG00000078687","Male_Heart",43.05932,"Male_Placenta",12.10587,3.55689595212901,"TNRC6C","chr17","protein_coding","trinucleotide repeat containing adaptor 6C [Source:HGNC Symbol;Acc:HGNC:29318]"
"190","ENSG00000183010","Male_Heart",51.460065,"Male_Placenta",3.275968,15.7083539888058,"PYCR1","chr17","protein_coding","pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721]"
"191","ENSG00000141447","Male_Heart",30.315372,"Male_Placenta",7.800636,3.88626927342847,"OSBPL1A","chr18","protein_coding","oxysterol binding protein like 1A [Source:HGNC Symbol;Acc:HGNC:16398]"
"192","ENSG00000132872","Male_Heart",1.557323462,"Male_Placenta",0.003911476,398.142149408561,"SYT4","chr18","protein_coding","synaptotagmin 4 [Source:HGNC Symbol;Acc:HGNC:11512]"
"193","ENSG00000161082","Male_Heart",1.18076172,"Male_Placenta",0.02972591,39.7216340895872,"CELF5","chr19","protein_coding","CUGBP Elav-like family member 5 [Source:HGNC Symbol;Acc:HGNC:14058]"
"194","ENSG00000167676","Male_Heart",15.0831562,"Male_Placenta",0.7969804,18.925379093388,"PLIN4","chr19","protein_coding","perilipin 4 [Source:HGNC Symbol;Acc:HGNC:29393]"
"195","ENSG00000105088","Male_Heart",14.128205,"Male_Placenta",1.320892,10.6959577315935,"OLFM2","chr19","protein_coding","olfactomedin 2 [Source:HGNC Symbol;Acc:HGNC:17189]"
"196","ENSG00000072954","Male_Heart",17.0264247,"Male_Placenta",0.7077785,24.0561484984356,"TMEM38A","chr19","protein_coding","transmembrane protein 38A [Source:HGNC Symbol;Acc:HGNC:28462]"
"197","ENSG00000105717","Male_Heart",2.9480847,"Male_Placenta",0.6023199,4.89454972349411,"PBX4","chr19","protein_coding","PBX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:13403]"
"198","ENSG00000105290","Male_Heart",10.9032631,"Male_Placenta",0.2079806,52.4244237202893,"APLP1","chr19","protein_coding","amyloid beta precursor like protein 1 [Source:HGNC Symbol;Acc:HGNC:597]"
"199","ENSG00000160460","Male_Heart",1.9305063,"Male_Placenta",0.2165635,8.91427364260367,"SPTBN4","chr19","protein_coding","spectrin beta, non-erythrocytic 4 [Source:HGNC Symbol;Acc:HGNC:14896]"
"200","ENSG00000176472","Male_Heart",1.8320397,"Male_Placenta",0.3447089,5.31474441187912,"ZNF575","chr19","protein_coding","zinc finger protein 575 [Source:HGNC Symbol;Acc:HGNC:27606]"
"201","ENSG00000204851","Male_Heart",5.2933104,"Male_Placenta",0.8227565,6.43362939095589,"PNMA8B","chr19","protein_coding","PNMA family member 8B [Source:HGNC Symbol;Acc:HGNC:29206]"
"202","ENSG00000130748","Male_Heart",5.958587,"Male_Placenta",1.288195,4.62553184882723,"TMEM160","chr19","protein_coding","transmembrane protein 160 [Source:HGNC Symbol;Acc:HGNC:26042]"
"203","ENSG00000104901","Male_Heart",1.46299032,"Male_Placenta",0.07541073,19.4002938308647,"DKKL1","chr19","protein_coding","dickkopf like acrosomal protein 1 [Source:HGNC Symbol;Acc:HGNC:16528]"
"204","ENSG00000131409","Male_Heart",18.203727,"Male_Placenta",4.776323,3.81124287448734,"LRRC4B","chr19","protein_coding","leucine rich repeat containing 4B [Source:HGNC Symbol;Acc:HGNC:25042]"
"205","ENSG00000167747","Male_Heart",47.3733,"Male_Placenta",10.73437,4.41323524342835,"C19orf48","chr19","protein_coding","chromosome 19 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29667]"
"206","ENSG00000167757","Male_Heart",1.094775,"Male_Placenta",0,Inf,"KLK11","chr19","protein_coding","kallikrein related peptidase 11 [Source:HGNC Symbol;Acc:HGNC:6359]"
"207","ENSG00000179954","Male_Heart",12.25856,"Male_Placenta",1.33861,9.15767848738617,"SSC5D","chr19","protein_coding","scavenger receptor cysteine rich family member with 5 domains [Source:HGNC Symbol;Acc:HGNC:26641]"
"208","ENSG00000101220","Male_Heart",11.906546,"Male_Placenta",3.681308,3.23432486496647,"C20orf27","chr20","protein_coding","chromosome 20 open reading frame 27 [Source:HGNC Symbol;Acc:HGNC:15873]"
"209","ENSG00000171864","Male_Heart",12.313718,"Male_Placenta",0.232034,53.0685933957954,"PRND","chr20","protein_coding","prion like protein doppel [Source:HGNC Symbol;Acc:HGNC:15748]"
"210","ENSG00000125869","Male_Heart",1.2118244,"Male_Placenta",0.1101093,11.0056498406583,"LAMP5","chr20","protein_coding","lysosomal associated membrane protein family member 5 [Source:HGNC Symbol;Acc:HGNC:16097]"
"211","ENSG00000132639","Male_Heart",5.3023576,"Male_Placenta",0.4239168,12.5080147802588,"SNAP25","chr20","protein_coding","synaptosome associated protein 25 [Source:HGNC Symbol;Acc:HGNC:11132]"
"212","ENSG00000183798","Male_Heart",24.29293691,"Male_Placenta",0.08755382,277.46290121893,"EMILIN3","chr20","protein_coding","elastin microfibril interfacer 3 [Source:HGNC Symbol;Acc:HGNC:16123]"
"213","ENSG00000101470","Male_Heart",0.616555,"Male_Placenta",0.1734529,3.5545960891977,"TNNC2","chr20","protein_coding","troponin C2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11944]"
"214","ENSG00000124212","Male_Heart",48.487721,"Male_Placenta",1.399143,34.6553004231876,"PTGIS","chr20","protein_coding","prostaglandin I2 synthase [Source:HGNC Symbol;Acc:HGNC:9603]"
"215","ENSG00000101115","Male_Heart",1.831847,"Male_Placenta",0.2482376,7.37940988794606,"SALL4","chr20","protein_coding","spalt like transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:15924]"
"216","ENSG00000075043","Male_Heart",4.08267426,"Male_Placenta",0.02765869,147.609097177054,"KCNQ2","chr20","protein_coding","potassium voltage-gated channel subfamily Q member 2 [Source:HGNC Symbol;Acc:HGNC:6296]"
"217","ENSG00000128342","Male_Heart",2.3293993,"Male_Placenta",0.4913196,4.74110802825696,"LIF","chr22","protein_coding","LIF interleukin 6 family cytokine [Source:HGNC Symbol;Acc:HGNC:6596]"
"218","ENSG00000100196","Male_Heart",15.428622,"Male_Placenta",4.100361,3.76274723128037,"KDELR3","chr22","protein_coding","KDEL endoplasmic reticulum protein retention receptor 3 [Source:HGNC Symbol;Acc:HGNC:6306]"
"219","ENSG00000100300","Male_Heart",48.790102,"Male_Placenta",7.251564,6.72821780239408,"TSPO","chr22","protein_coding","translocator protein [Source:HGNC Symbol;Acc:HGNC:1158]"
"220","ENSG00000188636","Male_Heart",63.16339,"Male_Placenta",11.28669,5.59627224633617,"RTL6","chr22","protein_coding","retrotransposon Gag like 6 [Source:HGNC Symbol;Acc:HGNC:13343]"
"221","ENSG00000219438","Male_Heart",4.6142761,"Male_Placenta",0.02196592,210.065232869827,"TAFA5","chr22","protein_coding","TAFA chemokine like family member 5 [Source:HGNC Symbol;Acc:HGNC:21592]"
"222","ENSG00000011201","Male_Heart",14.954011,"Male_Placenta",1.803684,8.29081535346546,"ANOS1","chrX","protein_coding","anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]"
"223","ENSG00000169933","Male_Heart",1.10244867,"Male_Placenta",0.04363684,25.264172886946,"FRMPD4","chrX","protein_coding","FERM and PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29007]"
"224","ENSG00000046653","Male_Heart",21.818997,"Male_Placenta",3.087728,7.06635979594058,"GPM6B","chrX","protein_coding","glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461]"
"225","ENSG00000169306","Male_Heart",3.1727588,"Male_Placenta",0.2484416,12.7706422756897,"IL1RAPL1","chrX","protein_coding","interleukin 1 receptor accessory protein like 1 [Source:HGNC Symbol;Acc:HGNC:5996]"
"226","ENSG00000198947","Male_Heart",184.94299,"Male_Placenta",44.70788,4.13669782597609,"DMD","chrX","protein_coding","dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]"
"227","ENSG00000147027","Male_Heart",29.2026949,"Male_Placenta",0.4952398,58.966777104748,"TMEM47","chrX","protein_coding","transmembrane protein 47 [Source:HGNC Symbol;Acc:HGNC:18515]"
"228","ENSG00000122824","Male_Heart",2.97216209,"Male_Placenta",0.01640434,181.181448933636,"NUDT10","chrX","protein_coding","nudix hydrolase 10 [Source:HGNC Symbol;Acc:HGNC:17621]"
"229","ENSG00000187601","Male_Heart",25.033245,"Male_Placenta",6.835901,3.66202567883883,"MAGEH1","chrX","protein_coding","MAGE family member H1 [Source:HGNC Symbol;Acc:HGNC:24092]"
"230","ENSG00000102053","Male_Heart",2.1441091,"Male_Placenta",0.5175695,4.14264963449353,"ZC3H12B","chrX","protein_coding","zinc finger CCCH-type containing 12B [Source:HGNC Symbol;Acc:HGNC:17407]"
"231","ENSG00000198934","Male_Heart",1.5686643,"Male_Placenta",0.1274845,12.3047452827599,"MAGEE1","chrX","protein_coding","MAGE family member E1 [Source:HGNC Symbol;Acc:HGNC:24934]"
"232","ENSG00000147180","Male_Heart",39.61392,"Male_Placenta",10.88592,3.63900524714494,"ZNF711","chrX","protein_coding","zinc finger protein 711 [Source:HGNC Symbol;Acc:HGNC:13128]"
"233","ENSG00000126950","Male_Heart",2.27337927,"Male_Placenta",0.01407013,161.574858938759,"TMEM35A","chrX","protein_coding","transmembrane protein 35A [Source:HGNC Symbol;Acc:HGNC:25864]"
"234","ENSG00000184905","Male_Heart",1.008607167,"Male_Placenta",0.003911476,257.858457267794,"TCEAL2","chrX","protein_coding","transcription elongation factor A like 2 [Source:HGNC Symbol;Acc:HGNC:29818]"
"235","ENSG00000123560","Male_Heart",18.95307,"Male_Placenta",0,Inf,"PLP1","chrX","protein_coding","proteolipid protein 1 [Source:HGNC Symbol;Acc:HGNC:9086]"
"236","ENSG00000185985","Male_Heart",2.270434,"Male_Placenta",0,Inf,"SLITRK2","chrX","protein_coding","SLIT and NTRK like family member 2 [Source:HGNC Symbol;Acc:HGNC:13449]"
"237","ENSG00000182333","Male_Heart",0.01023379,"Male_Placenta",0,Inf,"LIPF","chr10","protein_coding","lipase F, gastric type [Source:HGNC Symbol;Acc:HGNC:6622]"
"238","ENSG00000215182","Male_Heart",0.01026394,"Male_Placenta",0,Inf,"MUC5AC","chr11","protein_coding","mucin 5AC, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7515]"
"239","ENSG00000187634","Male_Muscle",11.6779278,"Male_Placenta",0.2079764,56.1502545481122,"SAMD11","chr1","protein_coding","sterile alpha motif domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28706]"
"240","ENSG00000188157","Male_Muscle",121.03584,"Male_Placenta",26.60381,4.54956790023685,"AGRN","chr1","protein_coding","agrin [Source:HGNC Symbol;Acc:HGNC:329]"
"241","ENSG00000228594","Male_Muscle",1.964204,"Male_Placenta",0.326743,6.01146466795004,"FNDC10","chr1","protein_coding","fibronectin type III domain containing 10 [Source:HGNC Symbol;Acc:HGNC:42951]"
"242","ENSG00000162591","Male_Muscle",37.241694,"Male_Placenta",8.482558,4.39038483438604,"MEGF6","chr1","protein_coding","multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]"
"243","ENSG00000162426","Male_Muscle",1.6090463,"Male_Placenta",0.3922502,4.10209172614826,"SLC45A1","chr1","protein_coding","solute carrier family 45 member 1 [Source:HGNC Symbol;Acc:HGNC:17939]"
"244","ENSG00000132879","Male_Muscle",10.424997,"Male_Placenta",2.137069,4.878175201643,"FBXO44","chr1","protein_coding","F-box protein 44 [Source:HGNC Symbol;Acc:HGNC:24847]"
"245","ENSG00000084636","Male_Muscle",297.51562,"Male_Placenta",46.60602,6.38363069835184,"COL16A1","chr1","protein_coding","collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193]"
"246","ENSG00000121753","Male_Muscle",40.129284,"Male_Placenta",4.993334,8.03657115666607,"ADGRB2","chr1","protein_coding","adhesion G protein-coupled receptor B2 [Source:HGNC Symbol;Acc:HGNC:944]"
"247","ENSG00000142920","Male_Muscle",6.50582,"Male_Placenta",1.516891,4.28891726564401,"AZIN2","chr1","protein_coding","antizyme inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:29957]"
"248","ENSG00000092850","Male_Muscle",1.2552077,"Male_Placenta",0.2108791,5.95226222039074,"TEKT2","chr1","protein_coding","tektin 2 [Source:HGNC Symbol;Acc:HGNC:11725]"
"249","ENSG00000185090","Male_Muscle",1.6579479,"Male_Placenta",0.4856163,3.41411089372412,"MANEAL","chr1","protein_coding","mannosidase endo-alpha like [Source:HGNC Symbol;Acc:HGNC:26452]"
"250","ENSG00000126106","Male_Muscle",6.102265,"Male_Placenta",1.98671,3.0715429025877,"TMEM53","chr1","protein_coding","transmembrane protein 53 [Source:HGNC Symbol;Acc:HGNC:26186]"
"251","ENSG00000123080","Male_Muscle",12.397013,"Male_Placenta",3.327805,3.72528228066248,"CDKN2C","chr1","protein_coding","cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789]"
"252","ENSG00000162433","Male_Muscle",21.261126,"Male_Placenta",6.431663,3.30569652048001,"AK4","chr1","protein_coding","adenylate kinase 4 [Source:HGNC Symbol;Acc:HGNC:363]"
"253","ENSG00000213366","Male_Muscle",19.879158,"Male_Placenta",2.361351,8.4185527691563,"GSTM2","chr1","protein_coding","glutathione S-transferase mu 2 [Source:HGNC Symbol;Acc:HGNC:4634]"
"254","ENSG00000134198","Male_Muscle",12.659254,"Male_Placenta",1.669601,7.58220317309345,"TSPAN2","chr1","protein_coding","tetraspanin 2 [Source:HGNC Symbol;Acc:HGNC:20659]"
"255","ENSG00000143434","Male_Muscle",35.80314,"Male_Placenta",7.386829,4.84688896954295,"SEMA6C","chr1","protein_coding","semaphorin 6C [Source:HGNC Symbol;Acc:HGNC:10740]"
"256","ENSG00000143416","Male_Muscle",45.010668,"Male_Placenta",9.059222,4.96849155479356,"SELENBP1","chr1","protein_coding","selenium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10719]"
"257","ENSG00000163462","Male_Muscle",3.4103173,"Male_Placenta",0.3295453,10.3485539013908,"TRIM46","chr1","protein_coding","tripartite motif containing 46 [Source:HGNC Symbol;Acc:HGNC:19019]"
"258","ENSG00000158859","Male_Muscle",14.759439,"Male_Placenta",2.959566,4.98702816561617,"ADAMTS4","chr1","protein_coding","ADAM metallopeptidase with thrombospondin type 1 motif 4 [Source:HGNC Symbol;Acc:HGNC:220]"
"259","ENSG00000170382","Male_Muscle",4.0232133,"Male_Placenta",0.3966935,10.1418684702421,"LRRN2","chr1","protein_coding","leucine rich repeat neuronal 2 [Source:HGNC Symbol;Acc:HGNC:16914]"
"260","ENSG00000117707","Male_Muscle",18.105826,"Male_Placenta",1.908248,9.48819335851525,"PROX1","chr1","protein_coding","prospero homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9459]"
"261","ENSG00000143502","Male_Muscle",4.624355,"Male_Placenta",0.324853,14.2352233163923,"SUSD4","chr1","protein_coding","sushi domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25470]"
"262","ENSG00000143797","Male_Muscle",53.53563,"Male_Placenta",17.25885,3.10192336105824,"MBOAT2","chr2","protein_coding","membrane bound O-acyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25193]"
"263","ENSG00000138080","Male_Muscle",219.68166,"Male_Placenta",18.45674,11.9025169125208,"EMILIN1","chr2","protein_coding","elastin microfibril interfacer 1 [Source:HGNC Symbol;Acc:HGNC:19880]"
"264","ENSG00000124374","Male_Muscle",16.599502,"Male_Placenta",2.482385,6.68691681588472,"PAIP2B","chr2","protein_coding","poly(A) binding protein interacting protein 2B [Source:HGNC Symbol;Acc:HGNC:29200]"
"265","ENSG00000135617","Male_Muscle",11.957529,"Male_Placenta",3.494186,3.42212148981193,"PRADC1","chr2","protein_coding","protease associated domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16047]"
"266","ENSG00000005448","Male_Muscle",10.73745,"Male_Placenta",1.713591,6.26605181749904,"WDR54","chr2","protein_coding","WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770]"
