"","ensembl","Tissue.x","nCPMs","Tissue.y","nCPMs_4","nCPM_ratio","hgnc_symbol","seqnames","gene_type","description"
"285","ENSG00000105372","Heart",1578.0756,"Placenta",143.3176,11.0110384209616,"RPS19","chr19","protein_coding","ribosomal protein S19 [Source:HGNC Symbol;Acc:HGNC:10402]"
"286","ENSG00000079462","Heart",35.113204,"Placenta",1.203764,29.1695083089376,"PAFAH1B3","chr19","protein_coding","platelet activating factor acetylhydrolase 1b catalytic subunit 3 [Source:HGNC Symbol;Acc:HGNC:8576]"
"287","ENSG00000105357","Heart",14.645994,"Placenta",2.160568,6.77877021227751,"MYH14","chr19","protein_coding","myosin heavy chain 14 [Source:HGNC Symbol;Acc:HGNC:23212]"
"288","ENSG00000170889","Heart",399.64022,"Placenta",76.75334,5.20681210746008,"RPS9","chr19","protein_coding","ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]"
"289","ENSG00000127903","Heart",3.4013457,"Placenta",0.7841821,4.33744368814335,"ZNF835","chr19","protein_coding","zinc finger protein 835 [Source:HGNC Symbol;Acc:HGNC:34332]"
"290","ENSG00000101220","Heart",12.39614,"Placenta",3.648232,3.39784860173366,"C20orf27","chr20","protein_coding","chromosome 20 open reading frame 27 [Source:HGNC Symbol;Acc:HGNC:15873]"
"291","ENSG00000125851","Heart",1.9654723,"Placenta",0.4972806,3.95244113685513,"PCSK2","chr20","protein_coding","proprotein convertase subtilisin/kexin type 2 [Source:HGNC Symbol;Acc:HGNC:8744]"
"292","ENSG00000183798","Heart",22.56514239,"Placenta",0.09305567,242.490784172528,"EMILIN3","chr20","protein_coding","elastin microfibril interfacer 3 [Source:HGNC Symbol;Acc:HGNC:16123]"
"293","ENSG00000101115","Heart",1.4016425,"Placenta",0.3450258,4.06242808508813,"SALL4","chr20","protein_coding","spalt like transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:15924]"
"294","ENSG00000101134","Heart",12.402386,"Placenta",0.594142,20.8744475226461,"DOK5","chr20","protein_coding","docking protein 5 [Source:HGNC Symbol;Acc:HGNC:16173]"
"295","ENSG00000101198","Heart",12.63231,"Placenta",2.01154,6.27991986239399,"NKAIN4","chr20","protein_coding","sodium/potassium transporting ATPase interacting 4 [Source:HGNC Symbol;Acc:HGNC:16191]"
"296","ENSG00000101203","Heart",1.2973598,"Placenta",0.4186565,3.09886458230076,"COL20A1","chr20","protein_coding","collagen type XX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:14670]"
"297","ENSG00000075043","Heart",3.11309781,"Placenta",0.01945977,159.976084506651,"KCNQ2","chr20","protein_coding","potassium voltage-gated channel subfamily Q member 2 [Source:HGNC Symbol;Acc:HGNC:6296]"
"298","ENSG00000154654","Heart",10.472734,"Placenta",1.309381,7.9982327527282,"NCAM2","chr21","protein_coding","neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]"
"299","ENSG00000160213","Heart",121.9014,"Placenta",10.2428,11.9011793650174,"CSTB","chr21","protein_coding","cystatin B [Source:HGNC Symbol;Acc:HGNC:2482]"
"300","ENSG00000160307","Heart",11.4078312,"Placenta",0.1287016,88.637835116269,"S100B","chr21","protein_coding","S100 calcium binding protein B [Source:HGNC Symbol;Acc:HGNC:10500]"
"301","ENSG00000015475","Heart",20.328725,"Placenta",5.237908,3.8810771399574,"BID","chr22","protein_coding","BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]"
"302","ENSG00000100209","Heart",12.661264,"Placenta",3.812244,3.32121028979257,"HSCB","chr22","protein_coding","HscB mitochondrial iron-sulfur cluster cochaperone [Source:HGNC Symbol;Acc:HGNC:28913]"
"303","ENSG00000184949","Heart",4.1738218,"Placenta",0.9319736,4.47847642894606,"FAM227A","chr22","protein_coding","family with sequence similarity 227 member A [Source:HGNC Symbol;Acc:HGNC:44197]"
"304","ENSG00000130540","Heart",1.73629839,"Placenta",0.05860308,29.6281081130889,"SULT4A1","chr22","protein_coding","sulfotransferase family 4A member 1 [Source:HGNC Symbol;Acc:HGNC:14903]"
"305","ENSG00000056487","Heart",1.18850455,"Placenta",0.05592521,21.2516779105523,"PHF21B","chr22","protein_coding","PHD finger protein 21B [Source:HGNC Symbol;Acc:HGNC:25161]"
"306","ENSG00000219438","Heart",3.7428628,"Placenta",0.02629444,142.344267457303,"TAFA5","chr22","protein_coding","TAFA chemokine like family member 5 [Source:HGNC Symbol;Acc:HGNC:21592]"
"307","ENSG00000011201","Heart",22.333904,"Placenta",1.572142,14.2060348238263,"ANOS1","chrX","protein_coding","anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]"
"308","ENSG00000017483","Heart",3.7772572,"Placenta",0.2132278,17.7146563440602,"SLC38A5","chrX","protein_coding","solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]"
"309","ENSG00000122824","Heart",5.8684851,"Placenta",0.3929716,14.9336112329746,"NUDT10","chrX","protein_coding","nudix hydrolase 10 [Source:HGNC Symbol;Acc:HGNC:17621]"
"310","ENSG00000189369","Heart",10.061846,"Placenta",3.347767,3.00553951335323,"GSPT2","chrX","protein_coding","G1 to S phase transition 2 [Source:HGNC Symbol;Acc:HGNC:4622]"
"311","ENSG00000187601","Heart",63.405583,"Placenta",6.259068,10.1301955818342,"MAGEH1","chrX","protein_coding","MAGE family member H1 [Source:HGNC Symbol;Acc:HGNC:24092]"
"312","ENSG00000147059","Heart",1.5438071,"Placenta",0.1331971,11.5903957368441,"SPIN2A","chrX","protein_coding","spindlin family member 2A [Source:HGNC Symbol;Acc:HGNC:20694]"
"313","ENSG00000169083","Heart",10.035809,"Placenta",1.782293,5.63084128142791,"AR","chrX","protein_coding","androgen receptor [Source:HGNC Symbol;Acc:HGNC:644]"
"314","ENSG00000165349","Heart",1.103067028,"Placenta",0.009096923,121.257157832379,"SLC7A3","chrX","protein_coding","solute carrier family 7 member 3 [Source:HGNC Symbol;Acc:HGNC:11061]"
"315","ENSG00000198034","Heart",1538.1315,"Placenta",278.3934,5.52502861059206,"RPS4X","chrX","protein_coding","ribosomal protein S4 X-linked [Source:HGNC Symbol;Acc:HGNC:10424]"
"316","ENSG00000198934","Heart",2.01332733,"Placenta",0.09172459,21.9497010561726,"MAGEE1","chrX","protein_coding","MAGE family member E1 [Source:HGNC Symbol;Acc:HGNC:24934]"
"317","ENSG00000131171","Heart",112.1181,"Placenta",33.3526,3.36159999520277,"SH3BGRL","chrX","protein_coding","SH3 domain binding glutamate rich protein like [Source:HGNC Symbol;Acc:HGNC:10823]"
"318","ENSG00000147180","Heart",45.975563,"Placenta",9.190278,5.00263027951929,"ZNF711","chrX","protein_coding","zinc finger protein 711 [Source:HGNC Symbol;Acc:HGNC:13128]"
"319","ENSG00000179083","Heart",1.679051,"Placenta",0.185007,9.07560794996946,"FAM133A","chrX","protein_coding","family with sequence similarity 133 member A [Source:HGNC Symbol;Acc:HGNC:26748]"
"320","ENSG00000126950","Heart",2.58050511,"Placenta",0.01415989,182.240477150599,"TMEM35A","chrX","protein_coding","transmembrane protein 35A [Source:HGNC Symbol;Acc:HGNC:25864]"
"321","ENSG00000102385","Heart",5.1563622,"Placenta",0.1271189,40.563300972554,"DRP2","chrX","protein_coding","dystrophin related protein 2 [Source:HGNC Symbol;Acc:HGNC:3032]"
"322","ENSG00000184905","Heart",2.00437119,"Placenta",0.01257796,159.355824791938,"TCEAL2","chrX","protein_coding","transcription elongation factor A like 2 [Source:HGNC Symbol;Acc:HGNC:29818]"
"323","ENSG00000180964","Heart",138.56681,"Placenta",34.31413,4.03818514413742,"TCEAL8","chrX","protein_coding","transcription elongation factor A like 8 [Source:HGNC Symbol;Acc:HGNC:28683]"
"324","ENSG00000133142","Heart",150.18886,"Placenta",32.08922,4.68035246727717,"TCEAL4","chrX","protein_coding","transcription elongation factor A like 4 [Source:HGNC Symbol;Acc:HGNC:26121]"
"325","ENSG00000123560","Heart",25.595928756,"Placenta",0.003120469,8202.59030165017,"PLP1","chrX","protein_coding","proteolipid protein 1 [Source:HGNC Symbol;Acc:HGNC:9086]"
"326","ENSG00000166707","Heart",1.9311077,"Placenta",0.3823931,5.05005895765379,"ZCCHC18","chrX","protein_coding","zinc finger CCHC-type containing 18 [Source:HGNC Symbol;Acc:HGNC:32459]"
"327","ENSG00000125352","Heart",20.991873,"Placenta",5.604137,3.74578155387707,"RNF113A","chrX","protein_coding","ring finger protein 113A [Source:HGNC Symbol;Acc:HGNC:12974]"
"328","ENSG00000125355","Heart",1.1410327,"Placenta",0.1553734,7.34380981557976,"TMEM255A","chrX","protein_coding","transmembrane protein 255A [Source:HGNC Symbol;Acc:HGNC:26086]"
"329","ENSG00000125675","Heart",2.211308,"Placenta",0.7114255,3.1082776762992,"GRIA3","chrX","protein_coding","glutamate ionotropic receptor AMPA type subunit 3 [Source:HGNC Symbol;Acc:HGNC:4573]"
"330","ENSG00000129682","Heart",32.969751,"Placenta",9.088654,3.62757246562582,"FGF13","chrX","protein_coding","fibroblast growth factor 13 [Source:HGNC Symbol;Acc:HGNC:3670]"
"331","ENSG00000182195","Heart",14.4961975,"Placenta",0.3816987,37.9781159851998,"LDOC1","chrX","protein_coding","LDOC1 regulator of NFKB signaling [Source:HGNC Symbol;Acc:HGNC:6548]"
"332","ENSG00000185985","Heart",1.94961938,"Placenta",0.001536244,1269.08185158087,"SLITRK2","chrX","protein_coding","SLIT and NTRK like family member 2 [Source:HGNC Symbol;Acc:HGNC:13449]"
"333","ENSG00000147400","Heart",49.45335,"Placenta",11.6465,4.24619842871249,"CETN2","chrX","protein_coding","centrin 2 [Source:HGNC Symbol;Acc:HGNC:1867]"
"334","ENSG00000182333","Heart",0.005116897,"Placenta",0,Inf,"LIPF","chr10","protein_coding","lipase F, gastric type [Source:HGNC Symbol;Acc:HGNC:6622]"
"335","ENSG00000215182","Heart",0.005131968,"Placenta",0,Inf,"MUC5AC","chr11","protein_coding","mucin 5AC, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7515]"
"336","ENSG00000187634","Muscle",11.120993,"Placenta",0.2608789,42.6289477608193,"SAMD11","chr1","protein_coding","sterile alpha motif domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28706]"
"337","ENSG00000142611","Muscle",19.722749,"Placenta",0.872424,22.6068391057559,"PRDM16","chr1","protein_coding","PR/SET domain 16 [Source:HGNC Symbol;Acc:HGNC:14000]"
"338","ENSG00000175279","Muscle",1.2432891,"Placenta",0.2563712,4.84956617591992,"CENPS","chr1","protein_coding","centromere protein S [Source:HGNC Symbol;Acc:HGNC:23163]"
"339","ENSG00000117632","Muscle",443.77577,"Placenta",33.32994,13.3146285291843,"STMN1","chr1","protein_coding","stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]"
"340","ENSG00000121766","Muscle",55.43783,"Placenta",16.82852,3.29427840356728,"ZCCHC17","chr1","protein_coding","zinc finger CCHC-type containing 17 [Source:HGNC Symbol;Acc:HGNC:30246]"
"341","ENSG00000160062","Muscle",18.500536,"Placenta",5.954594,3.10693491445429,"ZBTB8A","chr1","protein_coding","zinc finger and BTB domain containing 8A [Source:HGNC Symbol;Acc:HGNC:24172]"
"342","ENSG00000092853","Muscle",18.539806,"Placenta",5.049337,3.67173076386068,"CLSPN","chr1","protein_coding","claspin [Source:HGNC Symbol;Acc:HGNC:19715]"
"343","ENSG00000185090","Muscle",1.7595441,"Placenta",0.5230709,3.36387304283224,"MANEAL","chr1","protein_coding","mannosidase endo-alpha like [Source:HGNC Symbol;Acc:HGNC:26452]"
"344","ENSG00000173660","Muscle",230.64352,"Placenta",33.61637,6.86104775738725,"UQCRH","chr1","protein_coding","ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:HGNC:12590]"
"345","ENSG00000162433","Muscle",21.458643,"Placenta",6.968301,3.07946556843627,"AK4","chr1","protein_coding","adenylate kinase 4 [Source:HGNC Symbol;Acc:HGNC:363]"
"346","ENSG00000116791","Muscle",28.836631,"Placenta",9.605442,3.00211390584629,"CRYZ","chr1","protein_coding","crystallin zeta [Source:HGNC Symbol;Acc:HGNC:2419]"
"347","ENSG00000162614","Muscle",184.33576,"Placenta",16.62786,11.0859581449447,"NEXN","chr1","protein_coding","nexilin F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:29557]"
"348","ENSG00000134198","Muscle",15.820843,"Placenta",1.789758,8.83965485836633,"TSPAN2","chr1","protein_coding","tetraspanin 2 [Source:HGNC Symbol;Acc:HGNC:20659]"
"349","ENSG00000272031","Muscle",1.4408506,"Placenta",0.2287131,6.2998166698803,"ANKRD34A","chr1","protein_coding","ankyrin repeat domain 34A [Source:HGNC Symbol;Acc:HGNC:27639]"
"350","ENSG00000143401","Muscle",73.28878,"Placenta",21.64856,3.38538821981693,"ANP32E","chr1","protein_coding","acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673]"
"351","ENSG00000213190","Muscle",41.449475,"Placenta",3.105655,13.3464518756913,"MLLT11","chr1","protein_coding","MLLT11 transcription factor 7 cofactor [Source:HGNC Symbol;Acc:HGNC:16997]"
"352","ENSG00000143416","Muscle",42.13114,"Placenta",10.15552,4.14859504978573,"SELENBP1","chr1","protein_coding","selenium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10719]"
"353","ENSG00000188643","Muscle",40.61596,"Placenta",12.90405,3.14753585114751,"S100A16","chr1","protein_coding","S100 calcium binding protein A16 [Source:HGNC Symbol;Acc:HGNC:20441]"
"354","ENSG00000179085","Muscle",16.93356,"Placenta",2.56658,6.59771368903366,"DPM3","chr1","protein_coding","dolichyl-phosphate mannosyltransferase subunit 3, regulatory [Source:HGNC Symbol;Acc:HGNC:3007]"
"355","ENSG00000143228","Muscle",26.29532,"Placenta",3.35736,7.83214192103319,"NUF2","chr1","protein_coding","NUF2 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:14621]"
"356","ENSG00000143156","Muscle",15.66637,"Placenta",3.538673,4.42718781871057,"NME7","chr1","protein_coding","NME/NM23 family member 7 [Source:HGNC Symbol;Acc:HGNC:20461]"
"357","ENSG00000143340","Muscle",1.7454557,"Placenta",0.3206489,5.44351064357308,"FAM163A","chr1","protein_coding","family with sequence similarity 163 member A [Source:HGNC Symbol;Acc:HGNC:28274]"
"358","ENSG00000231767","Muscle",167.365297,"Placenta",1.008343,165.98052150905,"AL136454.1","chr1","protein_coding","ribosomal protein S27a pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:36867]"
"359","ENSG00000115738","Muscle",101.45895,"Placenta",18.17008,5.58384718174053,"ID2","chr2","protein_coding","inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]"
"360","ENSG00000152518","Muscle",115.98689,"Placenta",15.41307,7.52522956166422,"ZFP36L2","chr2","protein_coding","ZFP36 ring finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:1108]"
"361","ENSG00000119866","Muscle",27.934782,"Placenta",1.416318,19.7235239543662,"BCL11A","chr2","protein_coding","BAF chromatin remodeling complex subunit BCL11A [Source:HGNC Symbol;Acc:HGNC:13221]"
"362","ENSG00000158050","Muscle",2.8264061,"Placenta",0.2960251,9.54785962406566,"DUSP2","chr2","protein_coding","dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3068]"
"363","ENSG00000152082","Muscle",51.07859,"Placenta",8.11454,6.29469939146273,"MZT2B","chr2","protein_coding","mitotic spindle organizing protein 2B [Source:HGNC Symbol;Acc:HGNC:25886]"
"364","ENSG00000173272","Muscle",25.372855,"Placenta",2.929444,8.66132105614581,"MZT2A","chr2","protein_coding","mitotic spindle organizing protein 2A [Source:HGNC Symbol;Acc:HGNC:33187]"
"365","ENSG00000163040","Muscle",1.9872301,"Placenta",0.3391529,5.85939291688203,"CCDC74A","chr2","protein_coding","coiled-coil domain containing 74A [Source:HGNC Symbol;Acc:HGNC:25197]"
"366","ENSG00000153237","Muscle",1.4637244,"Placenta",0.1954717,7.48816529451578,"CCDC148","chr2","protein_coding","coiled-coil domain containing 148 [Source:HGNC Symbol;Acc:HGNC:25191]"
"367","ENSG00000163535","Muscle",21.009354,"Placenta",4.536313,4.63137221792235,"SGO2","chr2","protein_coding","shugoshin 2 [Source:HGNC Symbol;Acc:HGNC:30812]"
"368","ENSG00000240344","Muscle",41.91931,"Placenta",11.92988,3.51380818583255,"PPIL3","chr2","protein_coding","peptidylprolyl isomerase like 3 [Source:HGNC Symbol;Acc:HGNC:9262]"
"369","ENSG00000144451","Muscle",42.300027,"Placenta",9.273676,4.56130093395542,"SPAG16","chr2","protein_coding","sperm associated antigen 16 [Source:HGNC Symbol;Acc:HGNC:23225]"
"370","ENSG00000115457","Muscle",126.51926,"Placenta",13.82242,9.15319169870399,"IGFBP2","chr2","protein_coding","insulin like growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:5471]"
"371","ENSG00000132329","Muscle",19.94697,"Placenta",1.298602,15.3603413516998,"RAMP1","chr2","protein_coding","receptor activity modifying protein 1 [Source:HGNC Symbol;Acc:HGNC:9843]"
"372","ENSG00000146205","Muscle",2.2786807,"Placenta",0.5066063,4.49793202334831,"ANO7","chr2","protein_coding","anoctamin 7 [Source:HGNC Symbol;Acc:HGNC:31677]"
"373","ENSG00000182568","Muscle",49.774354,"Placenta",8.518844,5.84285309133493,"SATB1","chr3","protein_coding","SATB homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10541]"
"374","ENSG00000129810","Muscle",13.6269,"Placenta",2.15858,6.31290014731907,"SGO1","chr3","protein_coding","shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088]"
"375","ENSG00000174748","Muscle",1206.0849,"Placenta",254.5461,4.7381786639041,"RPL15","chr3","protein_coding","ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:10306]"
"376","ENSG00000170011","Muscle",2.4078976,"Placenta",0.6703258,3.59213027456201,"MYRIP","chr3","protein_coding","myosin VIIA and Rab interacting protein [Source:HGNC Symbol;Acc:HGNC:19156]"
"377","ENSG00000088543","Muscle",13.450908,"Placenta",3.701978,3.63343812415957,"C3orf18","chr3","protein_coding","chromosome 3 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:24837]"
"378","ENSG00000248487","Muscle",2.6444677,"Placenta",0.7107373,3.72073859075639,"ABHD14A","chr3","protein_coding","abhydrolase domain containing 14A [Source:HGNC Symbol;Acc:HGNC:24538]"
"379","ENSG00000114405","Muscle",13.718868,"Placenta",2.536464,5.40865866813012,"C3orf14","chr3","protein_coding","chromosome 3 open reading frame 14 [Source:HGNC Symbol;Acc:HGNC:25024]"
"380","ENSG00000144749","Muscle",61.981901,"Placenta",5.080221,12.2006308386978,"LRIG1","chr3","protein_coding","leucine rich repeats and immunoglobulin like domains 1 [Source:HGNC Symbol;Acc:HGNC:17360]"
"381","ENSG00000163507","Muscle",18.207982,"Placenta",6.036611,3.01625895721954,"CIP2A","chr3","protein_coding","cellular inhibitor of PP2A [Source:HGNC Symbol;Acc:HGNC:29302]"
"382","ENSG00000144847","Muscle",3.5693126,"Placenta",0.9248389,3.85938848376728,"IGSF11","chr3","protein_coding","immunoglobulin superfamily member 11 [Source:HGNC Symbol;Acc:HGNC:16669]"
"383","ENSG00000129048","Muscle",1.886485,"Placenta",0.3984695,4.7343272195237,"ACKR4","chr3","protein_coding","atypical chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:1611]"
"384","ENSG00000158163","Muscle",13.047232,"Placenta",4.011528,3.25243448381764,"DZIP1L","chr3","protein_coding","DAZ interacting zinc finger protein 1 like [Source:HGNC Symbol;Acc:HGNC:26551]"
"385","ENSG00000163918","Muscle",26.957441,"Placenta",8.798595,3.06383473725066,"RFC4","chr3","protein_coding","replication factor C subunit 4 [Source:HGNC Symbol;Acc:HGNC:9972]"
"386","ENSG00000157005","Muscle",5.57889,"Placenta",0.007214643,773.273188985235,"SST","chr3","protein_coding","somatostatin [Source:HGNC Symbol;Acc:HGNC:11329]"
"387","ENSG00000072832","Muscle",15.991659,"Placenta",4.338567,3.6859310919942,"CRMP1","chr4","protein_coding","collapsin response mediator protein 1 [Source:HGNC Symbol;Acc:HGNC:2365]"
"388","ENSG00000170801","Muscle",24.49483,"Placenta",6.2183,3.93915217985623,"HTRA3","chr4","protein_coding","HtrA serine peptidase 3 [Source:HGNC Symbol;Acc:HGNC:30406]"
"389","ENSG00000169851","Muscle",113.4765513,"Placenta",0.4133579,274.523727017193,"PCDH7","chr4","protein_coding","protocadherin 7 [Source:HGNC Symbol;Acc:HGNC:8659]"
"390","ENSG00000145247","Muscle",19.857051,"Placenta",3.176285,6.25165909230437,"OCIAD2","chr4","protein_coding","OCIA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28685]"
"391","ENSG00000196503","Muscle",1.4265036,"Placenta",0.2361548,6.04054459193715,"ARL9","chr4","protein_coding","ADP ribosylation factor like GTPase 9 [Source:HGNC Symbol;Acc:HGNC:23592]"
"392","ENSG00000164039","Muscle",29.519536,"Placenta",7.540959,3.91455993859667,"BDH2","chr4","protein_coding","3-hydroxybutyrate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:32389]"
"393","ENSG00000168772","Muscle",12.644929,"Placenta",1.971217,6.4147828473476,"CXXC4","chr4","protein_coding","CXXC finger protein 4 [Source:HGNC Symbol;Acc:HGNC:24593]"
"394","ENSG00000138794","Muscle",23.827355,"Placenta",4.734414,5.03279920175971,"CASP6","chr4","protein_coding","caspase 6 [Source:HGNC Symbol;Acc:HGNC:1507]"
"395","ENSG00000109390","Muscle",113.75525,"Placenta",12.67064,8.97786141820776,"NDUFC1","chr4","protein_coding","NADH:ubiquinone oxidoreductase subunit C1 [Source:HGNC Symbol;Acc:HGNC:7705]"
"396","ENSG00000197465","Muscle",3.2399636,"Placenta",0.2938728,11.025054377268,"GYPE","chr4","protein_coding","glycophorin E (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4705]"
"397","ENSG00000164161","Muscle",20.4540526,"Placenta",0.2986077,68.4980748989393,"HHIP","chr4","protein_coding","hedgehog interacting protein [Source:HGNC Symbol;Acc:HGNC:14866]"
"398","ENSG00000056050","Muscle",58.442046,"Placenta",6.113924,9.55884404189519,"HPF1","chr4","protein_coding","histone PARylation factor 1 [Source:HGNC Symbol;Acc:HGNC:26051]"
"399","ENSG00000173320","Muscle",36.96037,"Placenta",10.02484,3.68687879307799,"STOX2","chr4","protein_coding","storkhead box 2 [Source:HGNC Symbol;Acc:HGNC:25450]"
"400","ENSG00000133398","Muscle",34.28109,"Placenta",11.12193,3.08229686754008,"MED10","chr5","protein_coding","mediator complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:28760]"
"401","ENSG00000164182","Muscle",31.32399,"Placenta",3.036964,10.314244752325,"NDUFAF2","chr5","protein_coding","NADH:ubiquinone oxidoreductase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:28086]"
"402","ENSG00000123219","Muscle",31.147166,"Placenta",4.194268,7.42612679971809,"CENPK","chr5","protein_coding","centromere protein K [Source:HGNC Symbol;Acc:HGNC:29479]"
"403","ENSG00000153044","Muscle",12.231246,"Placenta",2.806813,4.35769892757373,"CENPH","chr5","protein_coding","centromere protein H [Source:HGNC Symbol;Acc:HGNC:17268]"
"404","ENSG00000133302","Muscle",26.559698,"Placenta",8.618614,3.08166695944383,"SLF1","chr5","protein_coding","SMC5-SMC6 complex localization factor 1 [Source:HGNC Symbol;Acc:HGNC:25408]"
"405","ENSG00000184349","Muscle",47.667013,"Placenta",4.799921,9.93079115260439,"EFNA5","chr5","protein_coding","ephrin A5 [Source:HGNC Symbol;Acc:HGNC:3225]"
"406","ENSG00000112981","Muscle",1.44971176,"Placenta",0.07020038,20.6510528860385,"NME5","chr5","protein_coding","NME/NM23 family member 5 [Source:HGNC Symbol;Acc:HGNC:7853]"
"407","ENSG00000156463","Muscle",10.8885813,"Placenta",0.1885516,57.7485489383278,"SH3RF2","chr5","protein_coding","SH3 domain containing ring finger 2 [Source:HGNC Symbol;Acc:HGNC:26299]"
"408","ENSG00000177556","Muscle",64.66354,"Placenta",16.44985,3.93095013024435,"ATOX1","chr5","protein_coding","antioxidant 1 copper chaperone [Source:HGNC Symbol;Acc:HGNC:798]"
"409","ENSG00000137267","Muscle",26.519463,"Placenta",6.820871,3.88798776578534,"TUBB2A","chr6","protein_coding","tubulin beta 2A class IIa [Source:HGNC Symbol;Acc:HGNC:12412]"
"410","ENSG00000124802","Muscle",23.080916,"Placenta",2.085282,11.0684866603174,"EEF1E1","chr6","protein_coding","eukaryotic translation elongation factor 1 epsilon 1 [Source:HGNC Symbol;Acc:HGNC:3212]"
"411","ENSG00000112312","Muscle",24.414792,"Placenta",7.245487,3.36965506942459,"GMNN","chr6","protein_coding","geminin DNA replication inhibitor [Source:HGNC Symbol;Acc:HGNC:17493]"
"412","ENSG00000124507","Muscle",1.22306376,"Placenta",0.08439341,14.4924083527375,"PACSIN1","chr6","protein_coding","protein kinase C and casein kinase substrate in neurons 1 [Source:HGNC Symbol;Acc:HGNC:8570]"
"413","ENSG00000112667","Muscle",33.137781,"Placenta",1.857672,17.8383379843159,"DNPH1","chr6","protein_coding","2'-deoxynucleoside 5'-phosphate N-hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:21218]"
"414","ENSG00000112077","Muscle",2.4875229,"Placenta",0.5775191,4.30725650459007,"RHAG","chr6","protein_coding","Rh associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:10006]"
"415","ENSG00000135314","Muscle",3.3104549,"Placenta",0.3888102,8.51432112634905,"KHDC1","chr6","protein_coding","KH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21366]"
"416","ENSG00000146243","Muscle",14.62364,"Placenta",3.98224,3.67221463297039,"IRAK1BP1","chr6","protein_coding","interleukin 1 receptor associated kinase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17368]"
"417","ENSG00000065609","Muscle",5.1615783,"Placenta",0.4378439,11.7886267229028,"SNAP91","chr6","protein_coding","synaptosome associated protein 91 [Source:HGNC Symbol;Acc:HGNC:14986]"
"418","ENSG00000111832","Muscle",106.76688,"Placenta",21.69713,4.92078353219988,"RWDD1","chr6","protein_coding","RWD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20993]"
"419","ENSG00000079931","Muscle",26.75425,"Placenta",4.36637,6.12734376610319,"MOXD1","chr6","protein_coding","monooxygenase DBH like 1 [Source:HGNC Symbol;Acc:HGNC:21063]"
"420","ENSG00000112029","Muscle",26.20962,"Placenta",7.27558,3.6024097047933,"FBXO5","chr6","protein_coding","F-box protein 5 [Source:HGNC Symbol;Acc:HGNC:13584]"
"421","ENSG00000189043","Muscle",241.2377,"Placenta",33.3906,7.22471893287332,"NDUFA4","chr7","protein_coding","NDUFA4 mitochondrial complex associated [Source:HGNC Symbol;Acc:HGNC:7687]"
"422","ENSG00000164649","Muscle",23.810241,"Placenta",4.675507,5.09254739646417,"CDCA7L","chr7","protein_coding","cell division cycle associated 7 like [Source:HGNC Symbol;Acc:HGNC:30777]"
"423","ENSG00000106327","Muscle",2.331362,"Placenta",0.322527,7.22842428695892,"TFR2","chr7","protein_coding","transferrin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11762]"
"424","ENSG00000168078","Muscle",16.268421,"Placenta",2.730622,5.95777115983098,"PBK","chr8","protein_coding","PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282]"
"425","ENSG00000019549","Muscle",60.237941,"Placenta",8.051185,7.48187266843328,"SNAI2","chr8","protein_coding","snail family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:11094]"
